,state,UP,DOWN,LEFT,RIGHT,POLICY
1590,"((2, 12), (1, 2))",0.0,0.0,0.0,0.0,UP
1591,"((5, 13), (1, 1))",-164.829876945077,-156.44758250952995,-515.5,-156.44758250952995,DOWN
1592,"((5, 11), (2, 4))",-145.8148502926078,-138.78767566443133,-140.68690027981688,-511.5,DOWN
1593,"((2, 12), (2, 4))",0.0,0.0,0.0,0.0,UP
1594,"((3, 3), (3, 7))",0.0,0.0,0.0,0.0,UP
1595,"((5, 8), (2, 8))",-100.44788495308596,-99.92811225921668,-100.66632624980979,-506.0,DOWN
1596,"((5, 7), (2, 8))",-98.58016177296797,-98.0202379747619,-96.37046832963394,-96.81951298937722,LEFT
1597,"((4, 6), (2, 8))",-505.5,-94.09273224069703,-96.06204583142164,-93.61169544625785,RIGHT
1598,"((3, 10), (4, 5))",-120.8344847068073,-120.81582959123988,-126.70316308719813,-118.66151444849102,RIGHT
1599,"((2, 10), (4, 5))",-112.86693780160348,-122.36156914045377,-507.5,-119.34877990803584,UP
1600,"((1, 10), (4, 5))",-106.65945319643998,-110.57887248292046,-508.0,-111.05953017061316,UP
1601,"((0, 10), (4, 5))",-105.07894755412353,-106.09556546024001,-508.5,-107.7298010754607,UP
1602,"((4, 10), (4, 5))",-123.0499375859426,-121.11196514429568,-506.5,-124.24562061565899,DOWN
1603,"((3, 11), (4, 5))",-117.60778259015467,-119.64538732993354,-119.37767990586693,-762.75,UP
1604,"((2, 11), (4, 5))",-112.15603215937692,-119.07139272307901,-117.01102638904018,-509.0,UP
1605,"((1, 11), (4, 5))",-108.96996395890318,-114.68409804070531,-107.82191789172225,-111.07366282000453,LEFT
1606,"((0, 11), (4, 5))",-101.92629835445824,-110.38149386883883,-104.6041951230672,-102.01161568358802,UP
1607,"((4, 11), (4, 5))",-119.0059881988139,-121.90981236699112,-124.01419572579381,-762.0,UP
1608,"((5, 10), (4, 5))",-122.89460493831311,-122.52529746845238,-507.0,-118.70697055331689,RIGHT
1609,"((3, 9), (3, 7))",-505.5,-505.5,-105.95485900565973,-100.00911681844295,RIGHT
1610,"((2, 9), (3, 7))",0.0,0.0,0.0,0.0,UP
1611,"((3, 8), (3, 9))",-89.49721776629698,-89.49438443044197,-89.49728230643493,-76.08153234658838,RIGHT
1612,"((2, 8), (3, 9))",-83.72598032706675,-82.32070412039894,-83.96828808800754,-503.5,DOWN
1613,"((1, 8), (3, 9))",-88.22561297556072,-82.93316214452808,-85.14235557100369,-756.0,DOWN
1614,"((0, 8), (3, 9))",-86.27511398740675,-85.06008465960859,-89.4626060988447,-504.5,DOWN
1615,"((4, 8), (3, 9))",-82.32052658819049,-84.30201877426984,-84.40610030253893,-503.5,UP
1616,"((3, 7), (3, 9))",-83.98045974720462,-84.12898684474082,-504.5,-82.3207044469157,RIGHT
1617,"((2, 7), (3, 9))",-83.17914542672645,-83.50178665332567,-505.0,-84.94532174129162,UP
1618,"((1, 7), (3, 9))",-85.10233612132376,-85.91284650849366,-505.5,-85.84920113646268,UP
1619,"((0, 7), (3, 9))",-84.77576362834012,-87.4497314171607,-506.0,-85.75067506203014,UP
1620,"((4, 7), (3, 9))",-81.93698070974855,-80.13588320617222,-81.9028443987933,-83.06921022404032,DOWN
1621,"((3, 6), (3, 9))",0.0,0.0,0.0,0.0,UP
1622,"((5, 13), (1, 5))",-188.1278289533078,-184.96530246183298,-511.5,-184.96530246183298,DOWN
1623,"((3, 9), (2, 7))",-505.5,-506.5,-102.87473829717601,-97.79025947427434,RIGHT
1624,"((2, 9), (2, 7))",0.0,0.0,0.0,0.0,UP
1625,"((4, 9), (2, 8))",0.0,0.0,0.0,0.0,UP
1626,"((2, 9), (1, 7))",0.0,0.0,0.0,0.0,UP
1627,"((5, 11), (3, 5))",-149.87402877185252,-147.03035696214286,-146.65723853955924,-509.5,LEFT
1628,"((2, 12), (3, 5))",0.0,0.0,0.0,0.0,UP
1629,"((2, 12), (4, 8))",0.0,0.0,0.0,0.0,UP
1630,"((0, 2), (4, 8))",-100.9364913923137,-101.19834889820163,-98.37356447416039,-101.64400673633408,LEFT
1631,"((1, 2), (4, 8))",-98.29253633161268,-98.74908487119937,-102.67818642568477,-102.55854708507275,UP
1632,"((0, 1), (4, 8))",-91.19721431714683,-93.11504686595975,-96.9168053987023,-98.20040675110981,UP
1633,"((1, 1), (4, 8))",-98.21921111335942,-97.9527999405607,-96.90254798203938,-96.35854873259296,RIGHT
1634,"((0, 0), (4, 8))",-88.00176516161059,-95.71682102754146,-88.00176516161059,-96.1556715532131,UP
1635,"((1, 0), (4, 8))",-95.5939158034153,-100.44431185057053,-96.83714087319035,-95.44802902472864,RIGHT
1636,"((4, 8), (1, 8))",-91.40004321002209,-85.87082726998094,-90.78086134772394,-759.75,DOWN
1637,"((4, 7), (1, 8))",-86.39185612295955,-88.00485125683144,-86.4087759896721,-86.6921324160165,UP
1638,"((3, 6), (1, 8))",0.0,0.0,0.0,0.0,UP
1639,"((2, 2), (4, 8))",-102.24993090218928,-99.4288533840546,-100.03863751031795,-506.5,DOWN
1640,"((2, 1), (4, 8))",-97.2685026557851,-96.26982682704501,-96.19354575265521,-100.30588621231655,LEFT
1641,"((3, 1), (4, 8))",-96.21687566227129,-95.62458328427456,-94.91703583722726,-90.99466610725929,RIGHT
1642,"((2, 0), (4, 8))",-97.0366377835141,-96.88044019946955,-93.40350893699869,-92.53989607454116,RIGHT
1643,"((3, 2), (4, 8))",-101.91334018990342,-93.80814617875072,-91.65310359700476,-506.0,LEFT
1644,"((3, 0), (4, 8))",-93.84146611714493,-91.83488350163238,-94.6279606802941,-96.74849094220853,DOWN
1645,"((1, 12), (4, 4))",-130.36793471009526,-510.0,-129.94147756755794,-131.44521303126345,LEFT
1646,"((0, 12), (4, 4))",-128.4298247883732,-126.70290802303782,-133.4669306907223,-135.88733211193596,DOWN
1647,"((5, 11), (2, 5))",-126.17147032314391,-126.17061424039213,-132.58285009503228,-510.5,DOWN
1648,"((2, 12), (2, 5))",0.0,0.0,0.0,0.0,UP
1649,"((3, 9), (3, 10))",-1006.9995198249817,-1006.9998799562454,-82.3207153200462,-70.78942661271554,RIGHT
1650,"((2, 9), (3, 10))",0.0,0.0,0.0,0.0,UP
1651,"((1, 12), (2, 4))",-128.361773114485,-765.0,-128.85755624726158,-126.94590122082116,RIGHT
1652,"((0, 12), (2, 4))",-128.4298247883732,-130.07309519425039,-134.19214609656817,-125.51691536068765,RIGHT
1653,"((2, 6), (3, 8))",0.0,0.0,0.0,0.0,UP
1654,"((5, 12), (4, 8))",0.0,0.0,0.0,0.0,UP
1655,"((5, 8), (2, 7))",-102.23537085886083,-100.18953883349286,-101.02612001168781,-507.0,DOWN
1656,"((2, 7), (2, 6))",0.0,0.0,0.0,0.0,UP
1657,"((4, 12), (3, 4))",0.0,0.0,0.0,0.0,UP
1658,"((1, 9), (4, 6))",0.0,0.0,0.0,0.0,UP
1659,"((5, 6), (2, 7))",-96.82671310955922,-97.19008842427384,-96.52523218022415,-95.67897653123742,RIGHT
1660,"((4, 5), (2, 7))",-87.96728043525172,-93.75908023496496,-86.0258183737664,-89.47891294923778,LEFT
1661,"((3, 5), (2, 7))",-83.38833935042285,-81.9326431364534,-87.48909179916683,-505.5,DOWN
1662,"((2, 5), (2, 7))",-79.29639782691842,-78.79042444429946,-81.55771641032855,-505.0,DOWN
1663,"((1, 5), (2, 7))",-77.13875373700702,-76.42812522923586,-81.43277171053842,-505.5,DOWN
1664,"((0, 5), (2, 7))",-75.89035101131142,-80.86054639968538,-77.25799392315633,-506.0,UP
1665,"((5, 5), (2, 7))",-92.0482742366809,-92.0466796738827,-96.19429563908379,-93.93481581251407,DOWN
1666,"((4, 4), (2, 7))",-87.57196669089313,-88.46636161057864,-507.5,-90.12335320131534,UP
1667,"((3, 4), (2, 7))",-86.16536355170433,-88.1168542249124,-507.0,-83.77297195630496,RIGHT
1668,"((2, 4), (2, 7))",-81.23515083298527,-82.30592895496221,-759.75,-79.49594245553126,RIGHT
1669,"((1, 4), (2, 7))",-77.47292675168978,-79.82310748618778,-78.58626017560441,-78.0609164340199,UP
1670,"((0, 4), (2, 7))",-72.02920240045573,-75.33632006755133,-74.33417129382985,-79.1792831188473,UP
1671,"((5, 4), (2, 7))",-92.34268573920815,-94.6279606802941,-508.0,-91.89123426047266,RIGHT
1672,"((4, 3), (2, 7))",0.0,0.0,0.0,0.0,UP
1673,"((1, 12), (1, 2))",-144.36175580307548,-513.0,-138.36746495078447,-148.69021905786394,LEFT
1674,"((0, 12), (1, 2))",-139.4780924850481,-141.72457128629202,-145.0914602135423,-145.86805428904756,UP
1675,"((1, 12), (4, 8))",-106.99175976961416,-506.0,-111.813235487394,-109.77596690563888,UP
1676,"((0, 12), (4, 8))",-107.89642643606928,-107.64391827073491,-109.94457231374929,-107.97055160314534,DOWN
1677,"((0, 13), (4, 4))",-134.26754409693564,-136.0095475022087,-132.37702180113178,-132.66822755220107,LEFT
1678,"((1, 13), (4, 4))",-132.27732951142866,-125.49736571870868,-130.79109592526228,-128.4298247883732,DOWN
1679,"((2, 13), (4, 4))",-122.37645731678485,-130.9348854439806,-510.0,-122.5921054798108,UP
1680,"((3, 13), (4, 4))",-129.98308900133205,-130.41777167238752,-509.5,-126.17061424039213,RIGHT
1681,"((1, 9), (4, 5))",0.0,0.0,0.0,0.0,UP
1682,"((0, 9), (4, 5))",0.0,0.0,0.0,0.0,UP
1683,"((3, 3), (3, 8))",0.0,0.0,0.0,0.0,UP
1684,"((3, 10), (4, 7))",-108.32349992729365,-107.44710852675739,-108.81358516662166,-111.84439934014743,DOWN
1685,"((2, 10), (4, 7))",-107.01473935225438,-105.68142291306671,-505.5,-109.04029057832562,DOWN
1686,"((1, 10), (4, 7))",-107.31641346392334,-108.97904275848867,-506.0,-107.89896322651087,UP
1687,"((0, 10), (4, 7))",-107.89642643606928,-110.3563683953067,-506.5,-106.58283295091599,RIGHT
1688,"((4, 10), (4, 7))",-109.60541299780175,-110.8963172713457,-504.5,-114.41256627345743,UP
1689,"((3, 11), (4, 7))",-114.03810139088694,-110.01184403600809,-110.99649492347305,-506.5,DOWN
1690,"((2, 11), (4, 7))",-110.66595010858738,-111.26580555490804,-106.89893328054464,-507.0,LEFT
1691,"((1, 11), (4, 7))",-109.6429228161885,-109.2668698782607,-106.66404712045056,-105.09300327263986,RIGHT
1692,"((0, 11), (4, 7))",-105.23688850964277,-105.53369074202547,-107.03205157708356,-108.39314773344294,UP
1693,"((4, 11), (4, 7))",-115.0402328586066,-114.70030753832309,-111.89264777664465,-506.0,LEFT
1694,"((5, 10), (4, 7))",-113.7817654372153,-109.903829339431,-505.0,-114.16368095430406,DOWN
1695,"((4, 9), (2, 7))",0.0,0.0,0.0,0.0,UP
1696,"((2, 6), (2, 8))",0.0,0.0,0.0,0.0,UP
1697,"((0, 9), (4, 6))",0.0,0.0,0.0,0.0,UP
1698,"((4, 12), (2, 4))",0.0,0.0,0.0,0.0,UP
1699,"((3, 10), (2, 8))",-98.4870631255958,-96.64620458982412,-97.51364798348008,-98.02127555980712,DOWN
1700,"((2, 10), (2, 8))",-97.54364672452121,-96.52374754009196,-504.5,-94.90808842487098,RIGHT
1701,"((1, 10), (2, 8))",-98.10096950492081,-95.66285141935057,-757.5,-98.50427554591062,DOWN
1702,"((0, 10), (2, 8))",-98.0202379747619,-99.0014100149651,-505.5,-94.35405683746507,RIGHT
1703,"((4, 10), (2, 8))",-96.51906900391127,-91.21998677061967,-505.5,-96.26573948783962,DOWN
1704,"((3, 11), (2, 8))",-96.06210708516375,-94.03860592793234,-95.62619756828809,-506.5,DOWN
1705,"((2, 11), (2, 8))",-96.41590740291652,-96.02172093890962,-93.89058000141748,-506.0,LEFT
1706,"((1, 11), (2, 8))",-94.31250525205641,-94.64891264352758,-95.34316760351774,-95.96909408015527,UP
1707,"((0, 11), (2, 8))",-94.16034053617372,-95.89744007280902,-93.61521709441071,-97.18707417159655,LEFT
1708,"((0, 12), (2, 8))",-88.3194299682745,-94.70512889869195,-96.56917773028783,-93.06370245127937,UP
1709,"((1, 12), (2, 8))",-94.87744754176205,-506.0,-93.37487375876877,-95.21811491180208,LEFT
1710,"((4, 11), (2, 8))",-94.42096135608577,-94.93015651059349,-90.00731025714772,-507.0,LEFT
1711,"((5, 10), (2, 8))",-95.69592991342375,-94.16034053617372,-506.0,-92.93268464650814,RIGHT
1712,"((4, 1), (4, 8))",-95.36373517853153,-98.3269405111549,-96.21181015160347,-100.27867802816766,UP
1713,"((5, 1), (4, 8))",-101.0651140324461,-101.40344365434098,-101.54815243264471,-95.45528885171404,RIGHT
1714,"((4, 0), (4, 8))",-92.12496131543523,-95.39145802480046,-94.87783281843313,-98.9953055129422,UP
1715,"((5, 0), (4, 8))",-96.58253473263792,-94.6279606802941,-94.6279606802941,-101.19515120012738,DOWN
1716,"((4, 2), (4, 8))",-99.19600199107951,-98.49559609722553,-96.16929631450336,-505.5,LEFT
1717,"((5, 2), (4, 8))",-96.14121433828883,-93.18384387551895,-100.21594931178629,-506.0,DOWN
1718,"((2, 3), (3, 7))",0.0,0.0,0.0,0.0,UP
1719,"((3, 12), (4, 6))",0.0,0.0,0.0,0.0,UP
1720,"((3, 12), (4, 5))",0.0,0.0,0.0,0.0,UP
1721,"((5, 11), (1, 4))",-131.93716200668695,-128.74900844773674,-139.77523270434463,-512.5,DOWN
1722,"((2, 12), (1, 4))",0.0,0.0,0.0,0.0,UP
1723,"((5, 6), (2, 8))",-95.87503349672657,-94.16034053617372,-95.93990724130865,-94.89839976983492,DOWN
1724,"((5, 5), (2, 8))",-92.62546673267691,-94.87783281843313,-95.4712223369677,-95.27536435201648,UP
1725,"((4, 5), (2, 8))",-91.02205137374776,-94.34201240732153,-88.5499439783922,-90.58907338104567,LEFT
1726,"((3, 5), (2, 8))",-87.33575002742852,-87.04950152928623,-89.27392208605862,-505.5,DOWN
1727,"((2, 5), (2, 8))",-84.23772465324112,-88.93789240343818,-82.96877178315724,-505.0,LEFT
1728,"((1, 5), (2, 8))",-81.57553094677854,-82.7854498441185,-84.16727372598086,-505.5,UP
1729,"((0, 5), (2, 8))",-75.89035101131142,-77.93083047610827,-79.82010059109822,-506.0,UP
1730,"((5, 4), (2, 8))",-91.57893356913993,-87.56578962843628,-508.0,-89.29318669953469,DOWN
1731,"((4, 4), (2, 8))",-87.90943582194576,-89.29452835978742,-507.5,-92.01672004839756,UP
1732,"((3, 4), (2, 8))",-86.88651212458876,-88.84771247880185,-507.0,-85.66258380453117,RIGHT
1733,"((2, 4), (2, 8))",-83.96687880033434,-82.76281487085052,-506.5,-83.36547719334703,DOWN
1734,"((1, 4), (2, 8))",-80.81433722809601,-79.7257508355782,-83.59832447639889,-81.63562832736619,DOWN
1735,"((0, 4), (2, 8))",-75.10358826117977,-80.64003440811379,-76.11947651189794,-78.45038173311478,UP
1736,"((5, 3), (2, 8))",0.0,0.0,0.0,0.0,UP
1737,"((2, 6), (3, 7))",0.0,0.0,0.0,0.0,UP
1738,"((4, 12), (3, 5))",0.0,0.0,0.0,0.0,UP
1739,"((4, 9), (3, 10))",0.0,0.0,0.0,0.0,UP
1740,"((2, 12), (1, 3))",0.0,0.0,0.0,0.0,UP
1741,"((4, 8), (1, 7))",-89.75497723009383,-89.18766482569097,-91.27298600386162,-507.5,DOWN
1742,"((1, 7), (1, 6))",0.0,0.0,0.0,0.0,UP
1743,"((4, 12), (1, 3))",0.0,0.0,0.0,0.0,UP
1744,"((5, 11), (4, 6))",-116.33419154856735,-114.35694430388892,-118.156982058139,-507.5,DOWN
1745,"((3, 9), (1, 8))",-505.5,-506.5,-93.19673703415665,-92.98327887834112,RIGHT
1746,"((1, 12), (3, 4))",-139.32694173241708,-510.0,-137.25920267871246,-137.89244071570172,LEFT
1747,"((0, 12), (3, 4))",-138.78767566443133,-144.7284202334492,-141.0658745103666,-141.2175283402616,UP
1748,"((2, 8), (3, 8))",-98.54790177429167,-99.96945952329185,-97.23704406083999,-504.5,LEFT
1749,"((1, 8), (3, 8))",-95.348279654033,-98.70598325157519,-97.53073140079704,-505.0,UP
1750,"((0, 8), (3, 8))",-95.38951972538237,-97.05095532901055,-99.38428081154055,-505.5,UP
1751,"((0, 13), (4, 8))",-108.64654677250815,-110.38958437269899,-105.63431188044308,-108.64654677250815,LEFT
1752,"((1, 13), (4, 8))",-108.5559097185326,-102.27523361138589,-107.94760553218275,-107.89642643606928,DOWN
1753,"((2, 13), (4, 8))",-102.5822755285686,-100.30853487064859,-506.0,-100.18953883349286,RIGHT
1754,"((3, 13), (4, 8))",-105.21453759332327,-100.54664832135617,-505.5,-103.53013678488809,DOWN
1755,"((1, 12), (3, 5))",-134.8686401258697,-509.0,-131.1131872753599,-129.0639562548198,RIGHT
1756,"((0, 12), (3, 5))",-126.17061424039213,-132.1548322097724,-126.73402351896814,-132.57062997951945,UP
1757,"((4, 13), (4, 8))",-105.03150451520273,-103.62423904532764,-505.0,-104.9284716979206,DOWN
1758,"((2, 8), (2, 9))",0.0,0.0,0.0,0.0,UP
1759,"((5, 12), (3, 4))",0.0,0.0,0.0,0.0,UP
1760,"((5, 3), (2, 7))",0.0,0.0,0.0,0.0,UP
1761,"((1, 6), (1, 8))",0.0,0.0,0.0,0.0,UP
1762,"((1, 12), (2, 5))",-125.68266401733182,-509.0,-124.60542082233415,-126.11996134490869,LEFT
1763,"((0, 12), (2, 5))",-126.17061424039213,-123.31274001961897,-124.96037313481521,-128.3514381289794,DOWN
1764,"((1, 9), (4, 7))",0.0,0.0,0.0,0.0,UP
1765,"((5, 12), (1, 3))",0.0,0.0,0.0,0.0,UP
1766,"((5, 12), (3, 5))",0.0,0.0,0.0,0.0,UP
1767,"((5, 11), (4, 5))",-117.18099218378745,-115.88964989067537,-122.55747646665196,-508.5,DOWN
1768,"((4, 12), (4, 5))",0.0,0.0,0.0,0.0,UP
1769,"((2, 6), (3, 9))",0.0,0.0,0.0,0.0,UP
1770,"((3, 10), (3, 7))",-96.24689696496017,-93.54668621291043,-95.38639506062933,-96.42785085168917,DOWN
1771,"((2, 10), (3, 7))",-94.79125723211328,-92.90730309239765,-505.5,-95.08821108477261,DOWN
1772,"((1, 10), (3, 7))",-93.48978242134667,-92.34079180101894,-506.0,-89.25267077525532,RIGHT
1773,"((0, 10), (3, 7))",-94.87783281843313,-90.23188599412384,-506.5,-95.78959434468442,DOWN
1774,"((4, 10), (3, 7))",-97.52803308835558,-96.78762454494309,-505.5,-94.04753165942793,RIGHT
1775,"((3, 11), (3, 7))",-93.60954800297208,-95.41800973528318,-93.88026036917594,-506.5,UP
1776,"((2, 11), (3, 7))",-91.09377588492822,-96.06561908879237,-90.98914974137827,-507.0,LEFT
1777,"((1, 11), (3, 7))",-92.94989369801254,-89.22293628625364,-91.26285136690677,-85.85849382031316,RIGHT
1778,"((0, 11), (3, 7))",-87.56578962843628,-90.08921235631416,-93.80952165100827,-90.34778866293209,UP
1779,"((4, 12), (1, 2))",0.0,0.0,0.0,0.0,UP
1780,"((4, 13), (4, 4))",-129.42542658473945,-133.168771558813,-509.0,-137.61895924517702,UP
1781,"((4, 12), (4, 6))",0.0,0.0,0.0,0.0,UP
1782,"((5, 9), (2, 8))",0.0,0.0,0.0,0.0,UP
1783,"((5, 7), (1, 7))",-89.86093627083937,-88.3194299682745,-87.99966853793907,-89.21891771177715,LEFT
1784,"((4, 6), (1, 7))",-506.5,-86.29382820959836,-83.2228993966064,-81.26594274291635,RIGHT
1785,"((5, 8), (3, 9))",-83.96121289179425,-81.75936457572274,-82.5457459589309,-504.0,DOWN
1786,"((5, 7), (3, 9))",-79.44282368368127,-81.68353164563493,-80.56978427054256,-80.3930215913947,UP
1787,"((4, 6), (3, 9))",-504.5,-78.41501287184997,-77.18001581706741,-80.17361524454759,LEFT
1788,"((1, 12), (1, 4))",-125.9306514895049,-511.0,-120.86569555944375,-119.42769181821814,RIGHT
1789,"((0, 12), (1, 4))",-118.01992441042532,-119.48441497843103,-125.61055200896914,-116.3052705299714,RIGHT
1790,"((5, 10), (3, 7))",-95.56283575729887,-94.16034053617372,-759.0,-96.008913481067,DOWN
1791,"((5, 8), (1, 8))",-87.30530624829997,-85.42427301466199,-86.89974344701511,-507.0,DOWN
1792,"((5, 7), (1, 8))",-84.65206261781299,-87.99807546814927,-86.97235980336583,-85.79912622686855,UP
1793,"((4, 6), (1, 8))",-506.5,-86.65451032723149,-84.26931902686476,-80.26578827195375,RIGHT
1794,"((0, 9), (4, 7))",0.0,0.0,0.0,0.0,UP
1795,"((4, 12), (2, 5))",0.0,0.0,0.0,0.0,UP
1796,"((1, 6), (3, 7))",0.0,0.0,0.0,0.0,UP
1797,"((4, 12), (1, 4))",0.0,0.0,0.0,0.0,UP
1798,"((5, 9), (2, 7))",0.0,0.0,0.0,0.0,UP
1799,"((3, 12), (4, 7))",0.0,0.0,0.0,0.0,UP
1800,"((2, 3), (3, 8))",0.0,0.0,0.0,0.0,UP
1801,"((4, 3), (2, 8))",0.0,0.0,0.0,0.0,UP
1802,"((2, 12), (4, 6))",0.0,0.0,0.0,0.0,UP
1803,"((1, 7), (2, 7))",-104.91904885249699,-101.20428941224844,-505.5,-103.85673390064962,DOWN
1804,"((0, 7), (2, 7))",-104.9284716979206,-102.65680684807289,-506.0,-105.39920186591712,DOWN
1805,"((0, 6), (2, 7))",0.0,0.0,0.0,0.0,UP
1806,"((5, 11), (4, 7))",-116.21666296948578,-114.46742367045883,-114.02062243577593,-506.5,LEFT
1807,"((3, 8), (3, 10))",-76.93674632718351,-76.81826396927497,-77.66163889941743,-76.0815322821309,RIGHT
1808,"((2, 8), (3, 10))",-75.46193137219441,-75.20886748754876,-77.83898450668363,-503.5,DOWN
1809,"((1, 8), (3, 10))",-77.17139161015854,-77.60229072309791,-74.96561800081983,-504.0,LEFT
1810,"((0, 8), (3, 10))",-77.06887602576376,-75.31026888670337,-79.4362746362154,-504.5,DOWN
1811,"((0, 7), (3, 10))",-74.54686864305458,-77.9241579599875,-506.0,-74.77087388254185,UP
1812,"((1, 7), (3, 10))",-75.18483999871668,-73.61540829004232,-505.5,-77.04690379617281,DOWN
1813,"((0, 6), (3, 10))",0.0,0.0,0.0,0.0,UP
1814,"((3, 3), (2, 7))",0.0,0.0,0.0,0.0,UP
1815,"((1, 6), (3, 8))",0.0,0.0,0.0,0.0,UP
1816,"((4, 12), (4, 7))",0.0,0.0,0.0,0.0,UP
1817,"((3, 9), (1, 7))",-506.5,-507.5,-87.44397219570989,-83.41539339497565,RIGHT
1818,"((0, 13), (3, 4))",-134.26754409693564,-143.20655314675025,-137.17966321987194,-142.06308050376572,UP
1819,"((1, 13), (3, 4))",-138.88778711544262,-141.253322061446,-140.7558588915847,-138.78767566443133,RIGHT
1820,"((2, 13), (3, 4))",-145.82983162712827,-140.8052767598937,-510.0,-142.3167492276497,DOWN
1821,"((3, 13), (3, 4))",-143.66767696120806,-140.2784528027198,-509.5,-135.53976116919017,RIGHT
1822,"((3, 12), (2, 8))",0.0,0.0,0.0,0.0,UP
1823,"((3, 10), (3, 11))",-75.30406775972071,-66.45396627547026,-76.07991870314929,-1003.9923400878906,DOWN
1824,"((2, 10), (3, 11))",-72.89123627492906,-70.60350983691077,-503.5,-70.55577325896888,RIGHT
1825,"((1, 10), (3, 11))",-69.65712375469074,-72.64805780409577,-504.0,-71.29857200363212,UP
1826,"((0, 10), (3, 11))",-69.0200911899254,-70.57297787605759,-504.5,-69.37877348306777,UP
1827,"((4, 10), (3, 11))",-70.78942573017315,-72.742331953735,-1006.9999849945307,-61.06461239946492,RIGHT
1828,"((3, 9), (3, 11))",-503.5,-755.25,-71.6546954827401,-70.78925187234933,RIGHT
1829,"((2, 9), (3, 11))",0.0,0.0,0.0,0.0,UP
1830,"((4, 11), (3, 7))",-94.27140777099882,-94.81641904893213,-98.3170850014674,-507.0,UP
1831,"((3, 12), (3, 7))",0.0,0.0,0.0,0.0,UP
1832,"((1, 6), (2, 8))",0.0,0.0,0.0,0.0,UP
1833,"((3, 11), (3, 12))",0.0,0.0,0.0,0.0,UP
1834,"((1, 8), (1, 9))",0.0,0.0,0.0,0.0,UP
1835,"((3, 10), (2, 7))",-96.05029819535491,-95.6580910970887,-99.92878986657837,-95.55046535744599,RIGHT
1836,"((2, 10), (2, 7))",-92.84479793290029,-97.21593957490357,-505.5,-90.75168577932672,RIGHT
1837,"((1, 10), (2, 7))",-92.28497848262725,-88.53351576425837,-759.0,-88.1654509424392,RIGHT
1838,"((0, 10), (2, 7))",-88.3194299682745,-88.75295335071293,-506.5,-84.86944334687075,RIGHT
1839,"((4, 10), (2, 7))",-96.58293394759332,-94.6299030766902,-506.5,-94.33923815565092,RIGHT
1840,"((3, 11), (2, 7))",-90.78800421531174,-90.95457148289343,-95.84887595613412,-507.5,UP
1841,"((2, 11), (2, 7))",-87.96088299425904,-89.6529230711868,-92.13823876089238,-507.0,UP
1842,"((1, 11), (2, 7))",-86.4525780734921,-89.55148354954073,-86.09715317414222,-80.89400856960069,RIGHT
1843,"((0, 11), (2, 7))",-87.56578962843628,-85.1084167414893,-88.46784285055188,-82.21297623535052,RIGHT
